scaffold,mean_shap,effect,n_total,n_active,n_inactive,active_ratio
O=C1NC(=O)C(=C2C(=O)Nc3ccccc32)S1,-0.000672193,negative,1,0,1,0
O=C(NNc1nc2ccccc2s1)c1ccccc1,-0.000672474,negative,1,0,1,0
O=S(=O)(CCCOc1ccccc1)c1ccccc1,-0.000673032,negative,1,0,1,0
O=C(CSc1ncn[nH]1)Nc1ncccn1,-0.000673675,negative,1,0,1,0
O=C(NCc1ccco1)C1CCNCC1,-0.00067371,negative,1,0,1,0
O=C1NCCCC1C(=O)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-0.000673847,negative,1,0,1,0
O=C1Nc2ccccc2Nc2ncccc21,-0.000674424,negative,2,0,2,0
c1ccc(-c2ccc(CN3CC4C(c5ccccc5)C5(c6ccccc6)CC4(C5)C3c3ccccc3)cc2)cc1,-0.000675055,negative,4,0,4,0
C=C1CC2C(CCC3C(=O)CCC32)C2C=CC(=O)C=C12,-0.00067526,negative,1,0,1,0
O=C(COc1ccc(C=NNC(=O)c2ccccc2)cc1)Nc1ccccc1,-0.000675921,negative,1,0,1,0
c1cc(-c2ccc(NC3CCCC3)cc2)ccc1NC1CCCC1,-0.000676367,negative,1,0,1,0
c1ccc(-n2ncc3c2CCCC3)cc1,-0.000677561,negative,2,0,2,0
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccccc1,-0.000677698,negative,1,0,1,0
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,-0.000677963,negative,2,0,2,0
N=C1c2ccccc2NC1OC(=O)Nc1ccccc1,-0.000678021,negative,1,0,1,0
O=c1ccc2c(cc1)-c1ccccc1CCC2,-0.000678037,negative,2,0,2,0
c1cc2cc3c(nc2s1)CCNC3,-0.000678135,negative,1,0,1,0
O=C(CC1CCCCC1)Nc1nc[nH]n1,-0.00067892,negative,1,0,1,0
O=C(C=Cc1ccccc1)N1CCN(Cc2nc(=O)c3ccccc3[nH]2)CC1,-0.000679091,negative,1,0,1,0
O=C1OCOC(=O)C1=C1Nc2ccccc2S1,-0.00067921,negative,1,0,1,0
c1cc2cn[nH]c2s1,-0.000679918,negative,1,0,1,0
c1ccc(-c2nc3ccccc3[nH]2)cc1,-0.000679976,negative,4,1,3,0.25
C=C1C(=O)NN(c2ccccc2)C1=O,-0.000680048,negative,1,0,1,0
C(=Cc1ccccc1)CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,-0.000680496,negative,1,0,1,0
c1ccc2c(c1)nc1ccccn12,-0.000680736,negative,1,0,1,0
O=C1CCOC(=O)C2CCCN2C(=O)CCOC(=O)C(Cc2ccccc2)N1,-0.000680765,negative,1,0,1,0
O=C(Nc1nncs1)c1ccc2ccccc2n1,-0.000680886,negative,1,0,1,0
c1ncc2c(n1)CCC2,-0.000681394,negative,1,0,1,0
O=C(c1cnccn1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,-0.0006815,negative,3,1,2,0.333333333
O=C1CCCCc2ccccc21,-0.000681723,negative,1,0,1,0
O=C(Nc1ccon1)c1ccccc1,-0.000682232,negative,2,0,2,0
c1ccc2c(c1)CCCN2CCCN1CCCCC1,-0.000682522,negative,1,0,1,0
O=c1cccc2c(c1)CCCc1ccccc1-2,-0.000682833,negative,2,0,2,0
O=C(CCCc1ccccn1)c1ccccc1,-0.000683318,negative,1,0,1,0
O=C(COc1ccc(OCc2ccccc2)cc1)NC1CCOC1=O,-0.000683321,negative,1,0,1,0
c1ccc2oc(NC3=NCNCN3)nc2c1,-0.000683458,negative,1,0,1,0
C1=CC2CC1c1cn(-c3nc[nH]n3)cc12,-0.00068374,negative,1,0,1,0
O=S(=O)(Cc1ccccc1)N1CCNCC1,-0.000684744,negative,1,0,1,0
C(=Nn1cnnc1)c1cccs1,-0.000685353,negative,1,0,1,0
c1ccc(C(Nc2ncccn2)Nc2ncccn2)cc1,-0.000686241,negative,1,0,1,0
c1ccc(NCn2cc3c(c2)C2CCC3C2)cc1,-0.000686616,negative,1,0,1,0
c1ccc2c(c1)nnn2OC1OC(C2COCO2)C2OCOC12,-0.000686953,negative,1,0,1,0
c1ccc(-c2ccc(Oc3ccnc(N4CCOCC4)n3)cc2)cc1,-0.000687004,negative,1,0,1,0
c1ccc(-c2nc(NC3CCNCC3)c3ccccc3n2)cc1,-0.000687506,negative,4,0,4,0
O=C1CCOC(=O)C(OCc2ccccc2)C=CCCCO1,-0.000688192,negative,2,0,2,0
O=C1OCCCC=CC(OCc2ccccc2)C(=O)OCCCC=CC1OCc1ccccc1,-0.000688192,negative,1,0,1,0
O=C(Nc1ccccc1)N1CCC2(CC1)CCN(C(=O)c1ccccc1)CC2,-0.000688732,negative,4,1,3,0.25
O=C1OCc2cccc3cccc1c23,-0.000688984,negative,1,0,1,0
O=c1c(Cc2ccccc2)c[nH]c2ccnn12,-0.000689009,negative,1,0,1,0
O=C1OC(c2cccc(-c3ccccc3)c2)(c2cccc(-c3ccccc3)c2)c2ccccc21,-0.000689763,negative,1,0,1,0
O=C(COc1ccc(C=C2C=CNC2=O)cc1)Nc1ccccc1,-0.000690311,negative,1,0,1,0
O=C(c1ccccc1)N1CCSC1=S,-0.000690624,negative,1,0,1,0
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-0.000690727,negative,1,0,1,0
c1ccc2cc(-n3cc4ccc5ccc6ccc(c3)c4c56)ccc2c1,-0.000690768,negative,1,0,1,0
c1cc2cc(c1)Oc1ccc(cc1)CC1NCCc3ccc(cc31)Oc1cccc3c1C(C2)NCC3,-0.000690828,negative,3,0,3,0
c1cc(N2CCCC2)cc(N2CCCC2)c1,-0.00069091,negative,1,0,1,0
O=C1CC2=C(CCCC2=O)N1,-0.000691052,negative,1,0,1,0
C(=NNc1ccccc1)c1ccc(N2CCOCC2)cc1,-0.000691317,negative,1,0,1,0
c1ccc(-c2ccnn2-c2ccccc2)cc1,-0.000691439,negative,3,0,3,0
O=c1c[n+](-c2ccccc2)[nH]o1,-0.00069185,negative,1,0,1,0
c1cnn(-c2ncncn2)c1,-0.000691956,negative,2,0,2,0
O=C1c2cccnc2C(=O)N1c1ccccc1,-0.000692017,negative,1,0,1,0
O=C(CSc1ccccc1)NCc1ccco1,-0.000692588,negative,1,0,1,0
O=C1OC2CC1C1CC3OC34C(=O)OC2C14,-0.000692696,negative,1,0,1,0
O=C(NN=Cc1cnn(-c2ccccc2)c1)c1ccco1,-0.000693071,negative,1,0,1,0
O=S1(=O)C=CC(Nc2ccccc2)C1,-0.000693623,negative,1,0,1,0
c1ccc(NC2=NCCN2)cc1,-0.000694633,negative,2,0,2,0
c1ccc(Cc2cccc(Cc3ccccc3)c2)cc1,-0.000694844,negative,4,0,4,0
O=C(Nc1ccc(N=Nc2ccccc2)cc1)c1ccccc1,-0.000695262,negative,1,0,1,0
S=c1[nH]nc(-c2ccn[nH]2)[nH]1,-0.000695269,negative,1,0,1,0
c1ccc(CNCc2ccccc2)cc1,-0.000695872,negative,6,0,6,0
c1ccc2c(CN(Cc3cccc4ccccc34)C3CCCCC3)cccc2c1,-0.000696864,negative,1,0,1,0
O=S(=O)(c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1,-0.000696897,negative,1,0,1,0
C1=CCCC1,-0.000697184,negative,1,0,1,0
O=C1C(=O)N(CCN2CCOCC2)C(c2ccccc2)C1C(=O)c1ccccc1,-0.000697407,negative,1,0,1,0
O=C(NC(=S)Nc1cc2c(s1)CCCC2)c1cn[nH]c1,-0.000697516,negative,1,0,1,0
C=C1Sc2ccccc2C1=O,-0.000697565,negative,1,0,1,0
O=C1C=CC2(C=C1)CC=NO2,-0.000697942,negative,1,0,1,0
c1ccc(-c2ncccn2)nc1,-0.000698212,negative,4,0,4,0
O=C(Oc1ccccc1)c1cc[nH]n1,-0.000698252,negative,1,0,1,0
O=C(NN=C1CCNCC1)c1ccco1,-0.000698258,negative,1,0,1,0
O=c1ccc2cnn(C3CCOCC3)c2[nH]1,-0.000698488,negative,1,0,1,0
c1ccc(C2CCCC2)cc1,-0.000699122,negative,2,0,2,0
c1ccc2c(c1)oc1cc(CCC3CCCCN3)ccc12,-0.000699354,negative,1,0,1,0
c1ccc(OCCCCN2CCCC2)cc1,-0.000699993,negative,2,0,2,0
c1ccc(-n2cc3cnncc3n2)cc1,-0.00070044,negative,1,0,1,0
c1ccc(Oc2nccc(-c3ccccc3)n2)cc1,-0.000700909,negative,2,0,2,0
O=C1NN=C(c2ccccc2)CS1,-0.000701175,negative,1,0,1,0
c1ccc(-c2ccc(N=Nc3cccc4ccccc34)cc2)cc1,-0.000701394,negative,1,0,1,0
c1ccc2oncc2c1,-0.000701527,negative,1,0,1,0
O=S(=O)(Nc1ncccn1)c1ccccc1,-0.000702055,negative,4,0,4,0
c1ccc(C(CCN2CCCC2)C2CCCCC2)cc1,-0.000702892,negative,1,0,1,0
O=S(=O)(c1ccccc1)N1CCOCC1,-0.000702941,negative,1,0,1,0
c1cnc2[nH]cnc2n1,-0.000703223,negative,2,0,2,0
O=C1CNC(=O)CNC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(NC(=O)CNC(=O)CNC(=O)CNC(=O)C2CSC=N2)CCCCN1,-0.000704677,negative,1,0,1,0
c1ccc(OCCOCCCN2CCCCC2)cc1,-0.000705157,negative,1,0,1,0
O=C(c1ccco1)N1CCC2(CCCN(c3ncccn3)C2)CC1,-0.000705432,negative,1,0,1,0
c1cncc(N=Nc2ccc3cc4ccccc4nc3c2)c1,-0.000705536,negative,1,0,1,0
O=S1(=O)NC(OS(=O)(=O)c2ccccc2)c2ccccc21,-0.000705916,negative,1,0,1,0
c1ccc(CC2CCCN2)cc1,-0.000706414,negative,4,0,4,0
O=C(Nc1ccccc1)N1C2CCCC1CCC2,-0.000706764,negative,1,0,1,0
O=C(Cc1ccccc1)NNC(=O)c1ccoc1,-0.000707263,negative,1,0,1,0
O=C1c2ccccc2C(=O)N1Nc1ccccc1,-0.000707492,negative,1,0,1,0
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,-0.000707506,negative,1,0,1,0
O=C(CCc1ccccc1)NNC(=O)c1ccco1,-0.000707894,negative,1,0,1,0
C(=NC1CCCOC1)c1ccc2c(c1)OCO2,-0.000708214,negative,1,0,1,0
c1ccc(-c2ccc(CN3CCC4CCCCC43)cc2)cc1,-0.00070856,negative,1,0,1,0
c1cnc2cc(Cc3ccc4cccnc4c3)ccc2c1,-0.000708738,negative,1,0,1,0
C(=Cc1ccccc1)C=NNc1nc2ccccc2s1,-0.000708819,negative,1,0,1,0
O=[PH](CCc1ccccc1)Cc1ccccc1,-0.000708998,negative,1,0,1,0
c1ccc2c(c1)-c1ccccc1C1CCCC21,-0.000709318,negative,1,0,1,0
c1ccc(-n2cccn2)cc1,-0.000709443,negative,3,0,3,0
O=C1CC(c2ccccc2)NC(c2ccccc2)C1,-0.000709773,negative,1,1,0,1
O=C(CC=NNC(=O)C(=O)N1CCCC1)Nc1ccccc1,-0.000710512,negative,1,0,1,0
c1ccc2cc3c(ccc4ccccc43)cc2c1,-0.000710828,negative,1,0,1,0
O=S(=O)(c1ccccc1)N1CCC2(CC1)CNC2,-0.000711072,negative,2,0,2,0
O=c1cc[nH]c2c(-c3ccccc3)c(-c3ccccc3)nn12,-0.000711566,negative,1,1,0,1
O=S(=O)(c1ccccc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,-0.000711909,negative,2,0,2,0
c1ccc(C2CCC3c4ccccc4OC23c2ccccc2)cc1,-0.000711969,negative,1,0,1,0
c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,-0.000712417,negative,2,0,2,0
c1cc(N=Nc2ccc(Nc3ccncn3)cc2)c2cccnc2c1,-0.000712718,negative,1,0,1,0
O=C(NN=Cc1ccco1)c1ccco1,-0.000712743,negative,1,0,1,0
O=C(Nc1ccccc1)c1ncncn1,-0.000712828,negative,1,0,1,0
O=C(Oc1ccccc1-n1cc2c(c1)CCCC2)c1ccccc1,-0.000713022,negative,1,0,1,0
O=C(CCc1ccccc1)NNC(=O)c1ccccc1,-0.000713082,negative,2,0,2,0
c1ccc(OCCCN2CCCC2)cc1,-0.000713192,negative,2,0,2,0
C1=CC(c2ccccc2)OCC1,-0.000713192,negative,5,1,4,0.2
c1ccc(N=Nc2c[nH]c3ccccc23)nc1,-0.000713374,negative,1,0,1,0
O=C(NNc1ccccc1)c1ccccc1,-0.000713612,negative,1,1,0,1
c1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1,-0.000713683,negative,2,0,2,0
N=c1cnc2ccccc2nc1,-0.000714153,negative,1,0,1,0
c1ccc(Nc2ccccc2)cc1,-0.000714339,negative,13,1,12,0.076923077
O=C1CC(=NCCN2CCOCC2)CC(c2ccccc2)C1,-0.000715004,negative,1,0,1,0
C=C1CCC=CCCC2CCC12,-0.000715098,negative,1,0,1,0
O=C(c1csnn1)N1CCC2(CC1)CN(c1ccncc1)C2,-0.000715326,negative,1,0,1,0
O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,-0.000715368,negative,2,1,1,0.5
c1cc2[nH]ccn2c1,-0.000715442,negative,1,0,1,0
O=C(Cc1ccccc1)OC1CCNCC1,-0.00071548,negative,2,0,2,0
C=C1NC2CCC34c5ccccc5N5C=C6C7CC8C(CCC89c8ccccc8N(C=C(C1CC23)C54)C69)NC7=C,-0.000715631,negative,1,0,1,0
c1ccc2c(c1)[I+]c1ccccc1-2,-0.000716313,negative,1,1,0,1
O=C(c1ccccc1)c1ccc[nH]1,-0.000716568,negative,2,0,2,0
O=C1C(=O)N(c2nncs2)C(c2ccccc2)C1C(=O)c1ccco1,-0.00071684,negative,1,0,1,0
O=C(NNc1cc[nH]c1)c1ccccc1,-0.000716984,negative,1,0,1,0
O=C1C=CC(=O)c2cc3ccccc3cc21,-0.000717313,negative,2,1,1,0.5
O=C(CCNC(=O)c1ccccc1)NCC1CCCN1,-0.00071752,negative,1,0,1,0
N=C1CCCc2[nH]c(-c3ccccc3)[nH+]c21,-0.000717533,negative,1,0,1,0
c1ccc2[nH]nnc2c1,-0.000717616,negative,3,2,1,0.666666667
O=C(NS(=O)(=O)c1ccccc1)c1ccccc1,-0.000717799,negative,1,0,1,0
O=C(COC(=O)c1ccc[nH]1)NC1CCS(=O)(=O)C1,-0.000718301,negative,1,0,1,0
c1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1,-0.000718344,negative,3,0,3,0
O=C(Nc1c[nH]c(=O)[nH]c1=O)Oc1ccccc1,-0.000718633,negative,1,0,1,0
c1ccc2c(c1)CCC1C2CCC2CCCC21,-0.000718683,negative,8,1,7,0.125
O=C1C=CC=CC(COC2CCCCO2)COC(=O)CCCC(OC2CCC(OC3CCCCO3)CO2)CCC1,-0.000718873,negative,1,0,1,0
O=C(CCCCCCCCC(=O)n1cccn1)n1cccn1,-0.000720672,negative,1,1,0,1
O=C(c1ccncc1)N1CCC2(CC1)CCN(c1ccccc1)CC2,-0.000720758,negative,1,0,1,0
O=C(CC(=O)c1ccccc1)OC1CN2CCC1CC2,-0.000721748,negative,1,0,1,0
O=C(c1ccccc1)N1CCCC(c2ccccc2)=N1,-0.000722001,negative,1,0,1,0
c1ccc(C2CO2)cc1,-0.000722646,negative,3,0,3,0
O=C(NN=C1CCCC2c3cn(-c4cccc(Oc5ccccc5)c4)cc3CCC12)OCc1ccccc1,-0.000722782,negative,1,0,1,0
O=C(NNC(=O)c1cccs1)c1ccccc1,-0.000723566,negative,1,0,1,0
O=C1CCCC(OC2CCC(OC3CCCCO3)CO2)CCCCC=CC=CCCO1,-0.000724301,negative,1,0,1,0
c1ccc2nccnc2c1,-0.000724507,negative,3,0,3,0
O=C1c2[nH]nc(-c3ccccc3)c2C(c2ccccc2)N1c1ccccc1,-0.000724574,negative,1,0,1,0
c1ccc(Oc2ncnc3oncc23)cc1,-0.000724632,negative,1,0,1,0
O=C(Nn1cc2c(c1)C1C=CC2O1)c1ccccc1,-0.00072502,negative,1,0,1,0
O=C1OC(CN2CCOCC2)CN1N=Cc1ccco1,-0.000725335,negative,1,0,1,0
O=C(NN1CCCCC1)c1ccccc1,-0.000725448,negative,2,0,2,0
C=C1c2ccccc2Sc2ccccc21,-0.000725966,negative,1,0,1,0
O=C(CC=Nc1ccccn1)C1CC1,-0.000727552,negative,1,0,1,0
c1ccc(-c2ncn[nH]2)cc1,-0.000728324,negative,1,0,1,0
c1ccc(CN2CCC(Nc3ccccc3)CC2)cc1,-0.000728349,negative,1,0,1,0
O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1,-0.000728424,negative,3,0,3,0
O=C(OC1Cc2ccccc2OC1c1ccccc1-c1ccccc1C1CCc2ccccc2O1)c1ccccc1,-0.000729363,negative,1,0,1,0
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)Oc3ccccc3)CC2)C1,-0.000729521,negative,1,0,1,0
O=S(=O)(N=[SH]c1ccccc1)c1ccccc1,-0.000729814,negative,1,0,1,0
c1ccc(-n2nnnc2CN2CCOCC2)cc1,-0.00073103,negative,1,0,1,0
C(CCc1ccco1)=NCc1ccccc1,-0.000731817,negative,1,0,1,0
O=C(c1ccccc1)C1C(=O)c2ccccc2C1=O,-0.000731928,negative,1,0,1,0
O=C(NNC(=S)NC(=O)c1ccco1)c1ccccc1,-0.000732069,negative,1,0,1,0
O=C(Nc1ccccn1)c1ccco1,-0.00073216,negative,2,0,2,0
c1ccc(Oc2ccnc(N3CCCC3)c2)c(Oc2ccnc(N3CCCC3)c2)c1,-0.00073219,negative,1,0,1,0
O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccccc1,-0.000732755,negative,1,0,1,0
O=C(Cc1ccsc1)N1CCNCC1,-0.000732785,negative,1,0,1,0
O=C1CCCc2ncccc21,-0.000732927,negative,1,0,1,0
C=c1[nH]n(-c2ccccc2)c(=O)c1=Cc1c[nH]n(-c2ccccc2)c1=O,-0.000734082,negative,1,0,1,0
O=C1CC(OC2CCCCO2)CC(OC2CCCCO2)CCCCNCCCCO1,-0.000734716,negative,1,0,1,0
O=c1[nH]cc(C=NC2CC2)c(=O)[nH]1,-0.00073598,negative,1,0,1,0
c1ccc2c(OCCCN3CCOCC3)cccc2c1,-0.00073617,negative,1,0,1,0
C(=Nc1cnc2ccccc2c1)c1ccc2ccccc2n1,-0.000736368,negative,1,0,1,0
O=C1OC(c2ccccc2)(c2ccccc2)c2ccccc21,-0.00073661,negative,2,1,1,0.5
C1=CC2c3cn(CN4CCSCC4)cc3C1C1c3cn(CN4CCSCC4)cc3C21,-0.000736816,negative,1,0,1,0
O=C(CC=Nc1ccccn1)c1ccco1,-0.00073709,negative,1,0,1,0
N=C(Nc1ccccc1)Nc1ccccc1,-0.000737116,negative,1,0,1,0
O=C(NC1CN2CCC1CC2)C(=O)c1c[nH]c2ccccc12,-0.000738073,negative,1,0,1,0
O=C(Nc1ccccc1)Oc1ccccc1,-0.000738626,negative,4,1,3,0.25
c1ccc(NCc2cnc3ccccc3n2)cc1,-0.000738964,negative,1,0,1,0
O=C1CC=CCCCOC(=O)C(COCc2ccccc2)NC(=O)CC=CCCCOC(=O)C(COCc2ccccc2)N1,-0.000739421,negative,1,0,1,0
C(CCOCc1ccccc1)=NOCc1cn(C2CCOC2)nn1,-0.000739432,negative,1,0,1,0
O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,-0.000739534,negative,1,0,1,0
O=C(c1cnccn1)N1CCC2(CCCN(c3ncccn3)C2)CC1,-0.000739566,negative,1,0,1,0
O=C(C=Cc1ccccc1)NCCC1=CCCCC1,-0.000740024,negative,1,0,1,0
O=C(Nc1ccccc1)c1ccn[nH]1,-0.00074021,negative,1,0,1,0
C=C1CC23CC4C5C6CC(OC(=O)c7ccccc7)CC57C(C2CC1CC37)N4C6,-0.000741745,negative,1,0,1,0
c1ccc2n[nH]cc2c1,-0.000742098,negative,3,0,3,0
c1ccc(-c2nnc3cccnn23)cc1,-0.000742162,negative,5,0,5,0
c1ccc2c(c1)nnn2CN1CCOCC1,-0.0007423,negative,1,0,1,0
C1=CCc2c[nH]cc2C1,-0.000742904,negative,1,1,0,1
N=C1CC2c3ccccc3N3C(=N)CC4c5ccccc5N1C4C23,-0.000743348,negative,1,0,1,0
O=c1nc[nH]cc1Cc1ccccc1,-0.000743786,negative,1,0,1,0
O=C(NN1CCOCC1)c1ccccc1,-0.000743807,negative,1,0,1,0
O=C(c1ccncc1)N1CCC2(CCN(Cc3nccs3)CC2)CC1,-0.000744068,negative,1,0,1,0
O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1,-0.000744343,negative,1,0,1,0
c1ccc2c(c1)c1c3ccccc3c2c2ccccc21,-0.000744886,negative,1,1,0,1
c1ccc(NNc2cccc3ccccc23)cc1,-0.000744925,negative,1,0,1,0
N=C1Cc2ccccc2C1=O,-0.00074514,negative,1,0,1,0
c1ccc(N=Nc2ccc3ccccc3c2)nc1,-0.000745418,negative,1,0,1,0
c1ccsc1,-0.000745468,negative,17,2,15,0.117647059
c1ncc(NC2=NCCN2)cn1,-0.000745473,negative,1,0,1,0
c1ccc([SH+]c2ccc3nnnn3n2)cc1,-0.000746071,negative,1,0,1,0
O=C1C2=CCc3cn(-c4cccc(Oc5ccccc5)c4)cc3C2CC2OC12,-0.000746718,negative,1,0,1,0
c1ccc(Cn2cnnn2)cc1,-0.000746831,negative,2,0,2,0
O=C(CNS(=O)(=O)c1ccccc1)ON=Cc1ccccn1,-0.000747056,negative,1,0,1,0
c1ccc(-c2ccc3ncnc(NC4CCNCC4)c3c2)cc1,-0.000747172,negative,7,0,7,0
c1ccc2c(c1)Nc1nnccc1S2,-0.000747198,negative,1,0,1,0
c1ccc(N2CCNCC2)cc1,-0.000747291,negative,12,1,11,0.083333333
O=C1CCCN1CCCS(=O)(=O)c1ccccc1,-0.000748168,negative,2,0,2,0
c1cc(N2CC3(CCNCC3)C2)ccn1,-0.000748191,negative,4,0,4,0
O=C(NCC1CCCCN1)c1ccccc1,-0.000748296,negative,2,0,2,0
O=C1Nc2cc(C(=O)N3CCOCC3)ccc2SC1N1CCOCC1,-0.000748504,negative,1,0,1,0
c1ccc(CSc2ncnc3[nH]cnc23)cc1,-0.000748922,negative,1,0,1,0
O=C1NC(c2ccccc2)CCO1,-0.000749812,negative,1,0,1,0
c1ccc(-c2cncnn2)cc1,-0.000750159,negative,1,0,1,0
O=C(NCCNCCCOc1ccccc1)Nc1ccccc1,-0.000750282,negative,1,0,1,0
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-0.00075034,negative,1,0,1,0
O=C(Nc1ccccc1)c1ccco1,-0.000751722,negative,2,0,2,0
c1ccc(-c2ccn3nc(-c4ccccc4)cc3n2)cc1,-0.000752149,negative,1,0,1,0
O=C1C(=O)N(c2ccccn2)C(c2ccccc2)C1C(=O)c1ccccc1,-0.000752226,negative,1,0,1,0
c1cnc2nc(SCc3nnco3)nn2c1,-0.000752883,negative,2,0,2,0
N=C1NC(=O)C(=Cc2cccs2)S1,-0.000752941,negative,1,0,1,0
O=C(Nc1nccs1)c1csc2c1CCCC2,-0.000753606,negative,1,0,1,0
C=C1CC=CCCC2CCC12,-0.00075368,negative,1,0,1,0
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,-0.000754454,negative,1,0,1,0
O=C1C(=CN2CCOCC2)C=NN1c1ccccc1,-0.000754919,negative,1,0,1,0
c1ccc(OCCN2CCCC2)cc1,-0.000755038,negative,1,0,1,0
C1=Cc2ccccc2Nc2ccccc21,-0.000755407,negative,1,0,1,0
c1ccc2c(c1)CCNC2CC1CCN2CCc3ccccc3C2C1,-0.000755674,negative,1,0,1,0
O=C1CCC(CSc2nc[nH]n2)O1,-0.000755763,negative,1,0,1,0
c1ccc(C(OC2CC3CCC(C2)N3)c2ccccc2)cc1,-0.0007558,negative,2,0,2,0
O=C1c2ccccc2CC(c2ccccc2)N1CCN1CCOCC1,-0.000756098,negative,1,0,1,0
c1ccc2c3c([nH]c2c1)C1C2CCC(C4CCCNC42)N1CC3,-0.000756129,negative,1,0,1,0
C=c1cccc(NOC(=O)C=Cc2ccccc2)c1=C,-0.000756403,negative,1,0,1,0
O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c1ccccc1,-0.000757971,negative,1,1,0,1
O=C(Oc1ccccc1)C1CC1,-0.000758142,negative,1,0,1,0
O=C(N=C1CC2CC2C1)c1ccccc1,-0.000758292,negative,1,0,1,0
O=C(Nc1ccccc1)Nc1cccc2ccccc12,-0.000758745,negative,1,0,1,0
c1ccc(OCC2CO2)cc1,-0.00075931,negative,3,0,3,0
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3ccccc3)CC2)C1,-0.000759596,negative,3,0,3,0
O=C(Nc1nnco1)c1ccccc1,-0.000760054,negative,2,0,2,0
c1ccc(-c2noc(CN3CCNCC3)n2)cc1,-0.000760418,negative,1,0,1,0
O=C1CCCC(OC2CCC(OC3CCCCO3)CO2)CCCC(OC2CCCCO2)C=CC=CCCO1,-0.000761453,negative,2,0,2,0
O=C1CCC(NC(=O)c2ccccc2)C(=O)N1,-0.000761908,negative,1,0,1,0
c1ccc(CCNc2ccccn2)nc1,-0.000762506,negative,1,0,1,0
O=C(c1ccc2c(c1)C(=O)N(Cc1ccco1)C2=O)N1CCOCC1,-0.00076273,negative,1,0,1,0
O=C(OC1CC[NH2+]CC1)C(c1ccccc1)c1ccccc1,-0.000763124,negative,1,0,1,0
O=C(OC1C[NH+]2CCC1CC2)C(c1ccccc1)c1ccccc1,-0.000763195,negative,2,0,2,0
O=C1CCCC1Cc1ccco1,-0.000763333,negative,2,0,2,0
O=C(c1cnccn1)N1CCC2(CC1)CN(c1ccccc1)C2,-0.000763461,negative,1,0,1,0
c1cc2cc(c1)Oc1ccc(cc1)CC1NCCc3ccc4c(c31)Oc1cc3c(cc1O4)CCNC3C2,-0.000763554,negative,1,0,1,0
O=C(N=C1NCCS1)C1CC(=O)N(c2ccccc2)C1,-0.000764455,negative,1,0,1,0
O=S(=O)(Nc1ccno1)c1ccccc1,-0.000765471,negative,1,0,1,0
O=C(C[n+]1ccc2ccccc2c1)c1ccc2ccc3ccccc3c2c1,-0.000765991,negative,1,0,1,0
c1ccc2cc(-c3cc(-c4cc(-c5ccc6ccccc6c5)ncn4)ncn3)ccc2c1,-0.000766049,negative,1,0,1,0
c1ccc2c(c1)CCN2,-0.000766244,negative,4,0,4,0
c1ccc(-c2nc3nccc(N4CCNCC4)n3n2)cc1,-0.000766443,negative,1,0,1,0
c1ccc(-c2cccc3ccccc23)cc1,-0.000766491,negative,2,0,2,0
O=C(Nc1ccccc1)N1CCN(c2ccccc2)CC1,-0.000766901,negative,1,0,1,0
S=C(c1ccccc1)N1CCCCC1,-0.000767266,negative,1,0,1,0
O=C(OC1c2nccnc2C(=O)N1c1ccccn1)N1CCNCC1,-0.000767318,negative,1,0,1,0
O=c1cc(-c2ccccc2)nc2c(N=Nc3ccccc3)c[nH]n12,-0.000768004,negative,1,0,1,0
O=C1C(=O)N(CCN2CCOCC2)C(c2ccco2)C1C(=O)c1cncs1,-0.000768207,negative,1,0,1,0
O=C(Oc1cc(OC(=O)c2ccccc2)c2c(c1)OC(c1ccc(OC(=O)c3ccccc3)c(OC(=O)c3ccccc3)c1)C(OC(=O)c1ccccc1)C2)c1ccccc1,-0.000768446,negative,1,0,1,0
c1ccc(Oc2ncnc(N3CCOCC3)n2)cc1,-0.000769279,negative,1,0,1,0
