scaffold,mean_shap,effect,n_total,n_active,n_inactive,active_ratio
O=C(Nc1ccccc1)N1CCCC2(CCN(C(=O)c3ccco3)CC2)C1,0.000676041,positive,2,2,0,1
O=C(Nc1nc(-c2ccccc2)cs1)c1cnoc1,0.000674727,positive,1,1,0,1
O=C(NN=Cc1ccccc1OS(=O)(=O)c1ccccc1)c1ccccc1,0.000674603,positive,1,1,0,1
O=S(=O)(NC(c1ccccc1)C1CC1)c1ccc(-c2ccccc2)cc1,0.00067434,positive,1,1,0,1
O=C(COc1ccccc1)NCCc1ccccc1,0.000674141,positive,1,1,0,1
c1ccc(-c2nc(CSc3n[nH]c(-c4cccs4)n3)cs2)cc1,0.000674027,positive,1,1,0,1
O=C(Nc1ccccc1N1CCOCC1)c1ccccc1NS(=O)(=O)c1ccccc1,0.000673821,positive,1,1,0,1
c1ccc(C2CC3(CC3)C(C3CC3)N2)cc1,0.000673753,positive,1,1,0,1
O=C(C=Cc1c[nH]c2ccccc12)NCc1ccccc1,0.000672015,positive,1,1,0,1
O=C(NCc1cccnc1)C1COc2ccccc2O1,0.000671717,positive,1,1,0,1
O=C(COc1ccccc1)Nc1ccncc1,0.000670899,positive,1,1,0,1
O=C(CN1C(=O)c2ccccc2C1=O)c1cc[nH]c1,0.000670417,positive,1,1,0,1
C(=CC1C=CC(Oc2ccc3c(c2)OCO3)CO1)c1ccccc1,0.000670395,positive,1,1,0,1
c1ccc(Cn2nc(-c3ccccc3)nc2-c2ccccc2)cc1,0.000670031,positive,1,1,0,1
c1ccc(Nc2nc(-c3ccccc3)cs2)cc1,0.000669237,positive,1,1,0,1
O=C(C=Cc1ccccc1)NC(=S)Nc1ccccc1C(=O)NC1CCCCC1,0.000666617,positive,1,1,0,1
O=C1CC(=NC2CCc3ccccc32)C(=O)c2ncccc21,0.000666072,positive,1,1,0,1
O=C(Nc1cc2c(s1)CCC2)C1CC(c2ccccc2)=NO1,0.000665633,positive,1,1,0,1
O=C(CNC(=O)c1ccccc1)OCc1ccccc1,0.000665531,positive,1,1,0,1
O=C(COc1ccccc1)NNC(=O)CSc1ncccn1,0.000665438,positive,1,1,0,1
O=C1CCC(C(=O)Nc2cccc(C3=NOC4(C3)CC(C(=O)NCCc3cc5ccccc5s3)N(C(=O)C=Cc3ccccc3)C4)c2)N1,0.000665403,positive,1,1,0,1
O=C(OCC#CCS(=O)(=O)c1ccccc1)c1ccccc1,0.000663543,positive,1,1,0,1
O=C(Nc1ccccc1)C(Cc1cccnc1)=NC(=O)c1ccco1,0.000662529,positive,2,1,1,0.5
c1ccc(CCNc2cnn(-c3ccccc3)[nH+]2)cc1,0.000662476,positive,2,1,1,0.5
O=S(=O)(Cc1ccccc1)c1ccccc1-c1nnc(-c2ccccc2)o1,0.000662455,positive,2,2,0,1
O=C(C=C1NCCc2ccccc21)c1ccccc1,0.000661833,positive,1,1,0,1
O=C(NC1CCCCC1)N(CCCCC1CCCCC1)CCc1ccccc1,0.000661081,positive,1,1,0,1
c1ccc(CCNCc2ccc(OCc3ccccc3)cc2)cc1,0.000660559,positive,1,1,0,1
O=C1CCCN1CCCN(Cc1cc2ccccc2[nH]c1=O)S(=O)(=O)c1ccccc1,0.000660385,positive,1,1,0,1
O=C(CSc1nc[nH]n1)c1ccn(-c2ccccc2)c1,0.000659766,positive,1,1,0,1
O=C(c1cc2sccc2n1Cc1ccccc1)N1CCN(c2nc3ccccc3s2)CC1,0.000659429,positive,1,1,0,1
O=C1C=NC(=O)OCCC=CCC(=O)OCC(NS(=O)(=O)c2ccccc2)CCCC1,0.000658909,positive,1,1,0,1
O=S(=O)(Nc1cccc(S(=O)(=O)N2CCCCC2)c1)c1ccccc1,0.00065842,positive,1,1,0,1
O=C(c1ccccc1)N1CC=CC12CCCCC2,0.000658089,positive,1,1,0,1
O=C(CSc1nnc(COc2ccccc2)[nH]1)NCc1ccco1,0.000657889,positive,1,0,1,0
c1ccc(OCCn2c(-c3ccco3)nc3ccccc32)cc1,0.000657781,positive,1,1,0,1
c1ccc(-c2nc3cncnc3n2CC2CCCN2)cc1,0.000657633,positive,2,2,0,1
O=C(NCc1n[nH]c(=S)n1-c1ccccc1)c1ccccc1,0.000656913,positive,1,1,0,1
O=S(=O)(c1ccccc1)N1CCCC2(CCN(Cc3ccccc3)C2)C1,0.00065652,positive,1,1,0,1
O=C(CSc1ncnc2nc[nH]c12)c1ccccc1,0.000656446,positive,1,1,0,1
O=C(CSc1nnc(-c2cccs2)[nH]1)NC(=O)NCc1ccco1,0.000656312,positive,1,1,0,1
O=C(COc1ccccc1)Nc1ccccc1C(=O)c1ccccc1,0.000655274,positive,1,1,0,1
O=C(Nc1ccccc1)c1cnc(-c2cccnc2)s1,0.000654864,positive,1,1,0,1
O=C(Cc1ccccc1)NC1CCCCC1N1CCCC1,0.000654595,positive,1,1,0,1
O=C(C1CCCN(S(=O)(=O)c2cccc3nsnc23)C1)N1CC=C(c2ccccc2)CC1,0.000654117,positive,1,1,0,1
O=C(CSc1nnc(-c2ccccc2)[nH]1)c1ccc2c(c1)Cc1ccccc1-2,0.000653863,positive,1,1,0,1
c1cc(N2CCC3(CCCNC3)C2)ccn1,0.000653859,positive,3,3,0,1
c1ccc(Nc2ncnc3c2nc(-c2ccccc2)n3CCN2CCOCC2)cc1,0.000653828,positive,1,1,0,1
O=C(Nc1c2c(nn1-c1ccccc1)CSC2)c1ccccc1,0.00065317,positive,1,1,0,1
O=C(Nc1ccc(-n2nncc2-c2ccccc2)cc1)c1ccco1,0.000653056,positive,1,1,0,1
C(=NNc1nc(N2CCCC2)nc(N2CCOCC2)n1)c1ccc2c(c1)OCO2,0.00065102,positive,1,1,0,1
O=S(=O)(NCC=NOCCN1CCCc2ncccc21)c1ccccc1,0.00065102,positive,1,0,1,0
[CH]=C1Cc2ccccc2C2CCc3ccccc3C12,0.000650655,positive,1,1,0,1
O=C1Cc2ccccc2C(c2ccccc2)=NN1,0.000650032,positive,1,1,0,1
c1cncc(-c2ccc3ncnc(N4CCNCC4)c3c2)c1,0.000649313,positive,1,1,0,1
c1ccc(OCCN2CCc3nc(-c4ccccc4)c4c(c3C2)COC(COc2ccccc2)C4)cc1,0.000646533,positive,1,1,0,1
O=C(CSc1nncn1-c1ccccc1)Nc1ccc(N2CCOCC2)cc1,0.000645793,positive,1,1,0,1
N=C1CC(c2ccco2)c2c(n[nH]c2-c2ccccc2)O1,0.000645267,positive,1,0,1,0
O=C(NCCc1cc2ccccc2[nH]c1=O)c1ccco1,0.000645023,positive,1,1,0,1
C1=CC(Oc2ccccc2)C(CON=CCCN2CCc3nc(-c4ccccc4)c(-c4ccccc4)cc3C2)OC1c1ccccc1,0.000644913,positive,1,0,1,0
O=C(Nc1ncc(-c2csc(Nc3ccccc3)n2)s1)c1ccco1,0.000644291,positive,1,1,0,1
O=C(C=Cc1ccccc1)c1c2c(c[nH]c1=O)CCCC2,0.000644269,positive,2,2,0,1
O=S(=O)(Nc1ccccc1)c1cccc(-c2nnn[nH]2)c1,0.000644093,positive,1,0,1,0
O=C(CC(NC(=O)c1ccccc1)c1ccccc1)Nc1cccc2ccccc12,0.000644058,positive,1,1,0,1
O=C(NCc1cccc2ccccc12)OCC1OC(c2ccccc2)C=CC1Oc1ccccc1,0.000643144,positive,1,0,1,0
O=C(CCS(=O)(=O)c1ccccc1)Nc1ccccc1,0.000643123,positive,3,3,0,1
C1=CC2CC1c1cn(N=Cc3cn(Cc4ccccc4)c4ccccc34)cc12,0.000642747,positive,2,1,1,0.5
O=C(NN=Cc1ccncc1)c1cc2c(ccc3ccccc32)o1,0.000642372,positive,1,1,0,1
c1ccc(-c2nccc(NCc3cnccn3)n2)cc1,0.000641605,positive,3,1,2,0.333333333
O=S(=O)(c1ccccc1)n1ccc(-c2cnc(-c3ccccc3)s2)n1,0.000641139,positive,1,1,0,1
O=C(NN=Cc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,0.000640582,positive,2,1,1,0.5
O=C(c1ccncc1)N1CCC2(CCCN(c3ccncc3)C2)CC1,0.000640255,positive,1,0,1,0
c1ccc(C2=NOC(COc3cccc4cccnc34)C2)cc1,0.000639798,positive,1,1,0,1
O=C(C1COc2ccccc2O1)N1CCN(S(=O)(=O)c2ccccc2)CC1,0.00063886,positive,1,1,0,1
O=C(Cc1ccccc1)NCc1ccccn1,0.000638577,positive,1,0,1,0
O=C1c2ccccc2NC(c2ccccc2)N1CCc1ccccn1,0.000638182,positive,1,1,0,1
c1cc2c(cn1)cnc1c2ccn1C1CCCC1,0.000638114,positive,1,1,0,1
O=C1C(c2ccccc2)N(Cc2ccco2)C(=O)CN1C1CCCC1,0.000637011,positive,1,1,0,1
O=C1c2ccccc2C(=O)N1CCCCSc1nnc2ccc3ccccc3n12,0.000636727,positive,1,1,0,1
N=C1CC2(C(=O)N=C3CCCC(=O)C32)c2ccccc2O1,0.000636604,positive,1,1,0,1
S=c1[nH]nc(-c2ccc3ccccc3n2)n1Cc1ccccc1,0.000634637,positive,2,2,0,1
O=C(CNS(=O)(=O)c1cccs1)Nc1nccs1,0.00063338,positive,1,1,0,1
O=C1C2C=NNC2(c2ccccc2)C(=O)N1c1ccccc1,0.000631801,positive,1,1,0,1
c1ccc(N2CCc3cnc4ccccc4c32)cc1,0.000631785,positive,1,1,0,1
O=C(CSc1nc(COc2ccccc2)nc2ccccc12)Nc1ccccc1,0.00063154,positive,1,1,0,1
O=C(CCC1CCCCC1)Nc1c2c(nn1-c1ccccc1)CS(=O)(=O)C2,0.000631256,positive,1,1,0,1
c1ccc(-c2ccnc3c2CCCCCC3)cc1,0.000630879,positive,1,1,0,1
O=C(CCN1C(=O)C(=Cc2ccccc2)SC1=S)NNC(=O)c1cccnc1,0.000630481,positive,1,1,0,1
O=C1C(=O)N(CCCOc2ccccc2)c2ccccc21,0.00063014,positive,1,1,0,1
O=C(NC1CCCCC1)C(c1ccccc1)N(C(=O)Cc1ccsc1)c1ccccc1,0.000629306,positive,1,0,1,0
c1ccc(Cn2ccc3ccccc32)cc1,0.00062826,positive,1,1,0,1
O=C(CC(c1ccccc1)c1ccccc1)NCc1ccccc1,0.000628084,positive,2,2,0,1
O=c1[nH]c2ccccc2cc1CNC1CCCCC1,0.000626875,positive,1,1,0,1
c1ccc(-n2cc3c(n2)CSC3)cc1,0.000624307,positive,1,1,0,1
O=C(NCc1nncn1C1CCCCC1)c1ccccc1,0.000623915,positive,2,2,0,1
O=C(CSc1nc(=O)c2cccnc2[nH]1)Nc1ccccc1,0.000623848,positive,1,1,0,1
c1ccc(CCNc2nc3ccccc3n3nnnc23)cc1,0.00062377,positive,1,0,1,0
O=c1c2c3c(sc2n2cnnc2n1C1CCCCC1)CCCC3,0.000623315,positive,1,1,0,1
O=C(CN1C(=O)NC(c2ccccc2)C1=O)c1ccccc1,0.000622772,positive,1,1,0,1
O=C(c1cnoc1)N1CCCC2(CCN(c3ccccc3)C2)C1,0.000621689,positive,1,1,0,1
O=S(=O)(NCC=NOCc1cc(-c2ccccc2)no1)c1ccccc1,0.000621354,positive,1,1,0,1
O=C(NCc1cccnc1)c1ccc(COc2ccccc2)o1,0.000621232,positive,1,1,0,1
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc2ccccc2s1,0.000621173,positive,1,1,0,1
O=C(CN(Cc1ccco1)C(=O)c1ccccc1)Nc1ccccc1,0.000619541,positive,2,2,0,1
O=C1C(Oc2ccccc2)C(c2ccccc2)N1c1ccccc1,0.000619412,positive,1,1,0,1
O=C(COc1ccccc1)Nc1nnc(CCS(=O)(=O)c2ccccc2)s1,0.000618641,positive,1,1,0,1
c1cncc(CSc2ncnc3[nH]cnc23)c1,0.00061739,positive,1,1,0,1
O=C1CC(c2ccc3c(c2)OCO3)CN1,0.000617013,positive,1,0,1,0
O=S(=O)(c1ccccc1)c1nc(S(=O)(=O)c2ccccc2)c(NCc2ccco2)s1,0.00061618,positive,1,1,0,1
O=C1C=CC2C(=C1)CCC1C2=CCC2C(C(=O)CN3CCN(c4cc(N5CCCC5)nc(N5CCCC5)n4)CC3)CCC12,0.000615803,positive,1,1,0,1
O=C(Nc1ccccc1)c1cc[nH]c1,0.000615612,positive,1,1,0,1
O=C(NCCCn1ccnc1)Nc1ccccc1,0.000615553,positive,1,1,0,1
O=C(NCCn1ccc2ccccc21)C1CCCC1,0.000615038,positive,1,1,0,1
O=C(CCCn1cccn1)Nc1cnn(Cc2ccccc2)c1,0.000614916,positive,1,1,0,1
N=C(Cc1ccccc1)NOC(=O)c1ccccc1,0.000613807,positive,1,1,0,1
O=C(CSc1nnc2c(n1)[nH]c1ccccc12)NNC(=O)c1ccccc1,0.000612688,positive,2,2,0,1
O=C(CSc1ncc(C(=O)Nc2ccccc2)s1)Nc1ccccc1,0.000612427,positive,1,1,0,1
O=S(=O)(NCc1ccccc1)c1ccc(-c2ccccc2)cc1,0.000611944,positive,1,0,1,0
c1ccc2c(c1)NCn1c-2nc2ccccc21,0.000611506,positive,2,2,0,1
O=C(NCC1CC=NO1)C1=NOC(CNC(=O)c2conc2-c2ccccc2)C1,0.000611356,positive,1,1,0,1
O=C(CSc1nc2ccccc2s1)N1c2ccccc2Sc2ccccc21,0.000610713,positive,1,1,0,1
C(=Cc1nc2ccccc2[nH]1)c1ccc(N2CCCC2)cc1,0.000610602,positive,2,2,0,1
c1ccc(CCSc2ncnc3nc[nH]c23)cc1,0.0006101,positive,1,1,0,1
O=C(CSc1nc(-c2ccccc2)cs1)N1CCc2ccccc21,0.000609528,positive,1,1,0,1
O=C(Nc1ccccc1-c1ccccc1)c1cccc(S(=O)(=O)Nc2ccccc2)c1,0.00060908,positive,1,1,0,1
c1ccc(-c2nc3c(NCCN4CCCC4)ncnc3[nH]2)cc1,0.000608826,positive,1,0,1,0
O=C(NC(c1ccccc1)C1CC1C1CCCCC1)c1ccco1,0.000608279,positive,1,1,0,1
O=C(NC1CCCCC1)c1[nH]cc2ccccc12,0.000607042,positive,1,1,0,1
O=C(Cc1cn(C(=O)c2ccccc2)c2ccccc12)N1CCOCC1,0.000606848,positive,1,1,0,1
O=C(C1CCCCC1)N(CCN1CCN(c2ccccc2)CC1)c1ccccn1,0.000604494,positive,1,1,0,1
O=S(=O)(NCc1ccccc1)c1cccc2ncccc12,0.000604196,positive,1,1,0,1
C1=c2ccsc2=CCC1,0.000603477,positive,1,1,0,1
O=C(NCNC(=S)Nc1ccccc1)c1ccccc1,0.000600665,positive,2,2,0,1
O=C(Nc1cccn1Cc1ccccc1)c1ccccc1,0.000599502,positive,1,1,0,1
O=C(C[SH+]Cc1coc(-c2ccccc2)n1)NCCCNc1ccccc1,0.000599281,positive,1,1,0,1
S=C(NCCC(c1ccccc1)c1ccccc1)Nc1ccccc1,0.000598246,positive,1,1,0,1
c1ccc(CSc2ncc3c4c(sc3n2)CCC4)cc1,0.000598082,positive,3,2,1,0.666666667
O=P(Oc1ccccc1)(Oc1ccccc1)N1C=Cc2ccccc2C1,0.000596624,positive,1,1,0,1
O=C(NC(=S)Nc1ccccc1N1CCCC1)c1ccc(-c2ccccc2)o1,0.000596471,positive,1,1,0,1
O=C(CSc1ncnc2c1oc1ccccc12)NCCc1ccccc1,0.000595954,positive,1,1,0,1
c1ccc(-n2ccc(-c3nc4ccccc4s3)c2)cc1,0.000595625,positive,1,1,0,1
S=C(NCc1ccco1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,0.000595254,positive,1,1,0,1
O=C(OCC1OC(c2ccccc2)C=CC1Oc1ccccc1)N1CCCCC1,0.000595024,positive,1,0,1,0
O=C(c1ccncc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0.000594967,positive,1,1,0,1
S=C1N=C(c2ccccc2)CC(c2ccccc2)N1,0.000594806,positive,1,1,0,1
O=C(Cc1ccccc1)NC(c1ccc(-c2ccccc2)cc1)C1CC1C1CCCCC1,0.000594202,positive,1,0,1,0
O=S(=O)(c1cccs1)N1CN(Cc2ccccc2)c2nc3ccccc3nc21,0.000592997,positive,1,1,0,1
O=C(NCCN1CCN(c2cccc3ccccc23)CC1)c1ccccc1,0.000592611,positive,1,1,0,1
O=C(COC(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1)Nc1ccccn1,0.000591829,positive,1,1,0,1
O=C(Cc1nc2ccccc2[nH]1)c1ccccc1,0.000591607,positive,1,1,0,1
O=C(C=Cc1c[nH]c2ccccc12)c1ccccc1,0.000591186,positive,1,1,0,1
S=C(Nc1ccccn1)Nc1ccc(-c2ccccc2)s1,0.000590511,positive,1,1,0,1
O=C(CSc1nc2ccccc2s1)NNC(=S)Nc1ccccc1,0.000590476,positive,1,1,0,1
O=C(CCc1ccccc1)c1ccccc1,0.000589189,positive,2,2,0,1
O=S(=O)(NCc1ccccc1)c1cccc(-c2nn3cnnc3c3ccccc23)c1,0.000588837,positive,1,0,1,0
c1ccc(CNc2cnc(-c3cccs3)o2)cc1,0.000588559,positive,1,1,0,1
O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)c1cccnc1,0.00058842,positive,1,1,0,1
O=P(NC(c1ccccc1)C12CC1(c1ccccc1)C2)(c1ccccc1)c1ccccc1,0.000587395,positive,1,1,0,1
O=C(CNC(=O)c1cccs1)NCC(=O)OCc1ccccc1,0.000587206,positive,1,1,0,1
O=C(CNc1ccccc1)N1CCc2ccccc2C1,0.000586815,positive,1,0,1,0
O=P(C(c1ccc2c(c1)OCO2)N1CCOCC1)(N1CCOCC1)N1CCOCC1,0.000586158,positive,1,1,0,1
O=C(CCc1ccccc1)NCc1cccnc1,0.000586097,positive,1,1,0,1
O=C(NCc1ccccc1)C1CC1,0.000585783,positive,1,1,0,1
c1ccc(CN(Cc2ccco2)Cc2nnnn2C2CCCC2)cc1,0.000585389,positive,1,1,0,1
O=C(c1ccccc1)N1CC=CC1(Cc1ccccc1)C(=O)NCCN1CCOCC1,0.000585258,positive,1,1,0,1
O=S(=O)(CC12CCC(CC1)C2)N1CCN(c2ccccc2)CC1,0.000584555,positive,1,1,0,1
O=C(NCCc1ccccc1)C1CCN(S(=O)(=O)N2CCCCC2)CC1,0.000583659,positive,1,1,0,1
O=S(=O)(c1cnccc1N1CCNCC1)N1CCCCC1,0.000583289,positive,1,1,0,1
c1ccc(-c2cnc(NCc3cccnc3)[nH]2)cc1,0.000582911,positive,1,1,0,1
O=C(COc1ccc(C=NNc2ccccc2)cc1)Nc1ccccc1,0.000582902,positive,1,1,0,1
c1cncc(-c2ccc(Sc3ccc(-c4cccnc4)[nH]3)[nH]2)c1,0.000582821,positive,1,1,0,1
c1ccc(-c2cc(C3CCN(c4ccccc4)CC3)[nH]n2)cc1,0.000582586,positive,1,1,0,1
c1ccc(CSc2ncnc3nc[nH]c23)cc1,0.000580961,positive,1,1,0,1
O=C(Cc1ccccc1)N1CCCCC1CN1CCCC1,0.000579909,positive,1,1,0,1
C(=Cc1c(-c2ccccc2)nc2ccccn12)c1ccccc1,0.000579351,positive,1,1,0,1
O=C1CC(c2ccccc2)Cc2nc(Nc3ccccc3)ncc21,0.00057918,positive,2,2,0,1
c1ccc(-c2cc(NCc3cccs3)ncn2)cc1,0.000578454,positive,4,2,2,0.5
O=C(NCc1ccccc1)C1CCC(=O)N1C1CCCCC1,0.000578032,positive,1,1,0,1
O=C(Nc1ccccc1)N1CCCC2(CCN(C(=O)c3csnn3)CC2)C1,0.000577884,positive,1,1,0,1
O=C(Nc1ccc(N2CCCCC2)cc1)c1cccnc1,0.000577831,positive,1,1,0,1
c1cc(NC2CC2)nc(-c2cnoc2)n1,0.000576886,positive,1,1,0,1
S=P(c1ncc[nH]1)(c1ncc[nH]1)C1CCCCC1,0.000576377,positive,1,1,0,1
O=C(CCc1ccccc1)NCCc1c[nH]c2ccccc12,0.000576289,positive,1,1,0,1
O=C(Nc1ccccc1)c1cccs1,0.000575543,positive,1,1,0,1
O=C(Nc1c(-c2cccs2)nc2ccccn12)c1ccccc1,0.0005744,positive,1,1,0,1
O=C(CNC1CCCC1)Nc1ccccc1-c1ccccc1,0.000573941,positive,1,1,0,1
c1ccc2oc(SCc3cnnn3-c3cnon3)nc2c1,0.000573722,positive,1,1,0,1
c1ccc(-c2nn3c(-c4ccccc4)nnc3s2)cc1,0.000573701,positive,1,1,0,1
O=C(NCc1ccccn1)C1C=CC2(CCCCC2)N1,0.000573585,positive,1,1,0,1
c1ccc2c(c1)Nc1ccncc1S2,0.000569971,positive,1,1,0,1
O=C(CCCC1=NS(=O)(=O)c2ccccc2N1)N1CCN(c2ccccc2)CC1,0.000569039,positive,1,1,0,1
O=C(Nc1cnns1)OCc1ccccc1,0.000568779,positive,1,1,0,1
O=C(NCNC(=S)Nc1ccccc1)c1ccco1,0.000568514,positive,1,1,0,1
S=C(NCCSCc1ccccc1)Nc1ccccc1,0.000568184,positive,2,2,0,1
O=C(NCNc1ncc(S(=O)(=O)c2ccccc2)s1)c1ccccc1,0.000568008,positive,1,1,0,1
O=C(CN(Cc1ccccc1)S(=O)(=O)c1ccccc1)N1CCCC1,0.000567657,positive,1,1,0,1
O=C(c1ccncc1)N1CCC2(CC1)CN(Cc1ccccc1)C2,0.000567548,positive,1,1,0,1
O=C(COC(=O)c1ccnc2ccccc12)Nc1cccc(S(=O)(=O)N2CCOCC2)c1,0.000565772,positive,1,0,1,0
O=C(Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,0.000565261,positive,2,2,0,1
O=C(CSc1nnnn1-c1ccccc1)Nc1cccc(NC(=O)c2ccco2)c1,0.000564493,positive,1,1,0,1
O=C(CSc1ccccc1)Nc1cccc(-c2nc3ncccc3o2)c1,0.000564172,positive,1,1,0,1
O=C1C2=CC3CC4COC(C3=O)C24Oc2cc3c(cc21)C=CCO3,0.000563584,positive,1,1,0,1
C(=NNc1ccns1)c1ccccc1,0.000563567,positive,1,1,0,1
N=C1C(=Cc2ccc(OCCCOc3ccccc3)cc2)C(=O)N=C2SC=CN12,0.000563418,positive,1,1,0,1
O=C(CN1C(=O)COc2ccccc21)NC1CCCCC1,0.000563238,positive,1,1,0,1
O=C(C=Cc1ccccc1)n1cnc2ccccc21,0.000563136,positive,2,2,0,1
O=C(Nc1ccnc2ccccc12)N1CCc2ccccc21,0.000561951,positive,1,1,0,1
O=C1c2ccccc2OCC1c1ccccc1,0.000560888,positive,1,0,1,0
S=C(NCc1ccccn1)Nc1ccccc1,0.000560653,positive,1,1,0,1
O=C(NCCSCc1ccccc1)c1ccc(NS(=O)(=O)c2ccccc2)cc1,0.000560542,positive,1,1,0,1
c1ccc(CCN2CCN(c3ccccc3)CC2)cc1,0.000559397,positive,1,1,0,1
O=C(NCc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,0.000557001,positive,2,2,0,1
C1=CC2c3cn(N=Cc4ccc(-c5ccccc5)o4)cc3C1C1CC21,0.000556719,positive,1,1,0,1
O=C(Nc1ncc(Cc2ccccc2)s1)c1cccs1,0.000556696,positive,1,1,0,1
O=C(CSc1nnc(C2CC2)[nH]1)Nc1ccccc1,0.000556533,positive,1,0,1,0
O=C(NCc1cccs1)c1cccnc1Nc1ccccc1,0.000556019,positive,1,1,0,1
O=C(c1ccco1)c1cn(CCOc2ccccc2)c2ccccc12,0.000555739,positive,1,1,0,1
O=C1CCC=C2OC3=CCCC(=O)C3C(c3ccccc3)C12,0.000555638,positive,1,1,0,1
O=C(CC=NNC(=O)c1ccccc1)Nc1ccc2[nH]c3ccccc3c2c1,0.000555322,positive,1,1,0,1
O=C(CCc1ccccc1)N=CC(=O)NN=Cc1ccccc1,0.00055385,positive,1,0,1,0
O=C(CN(C(=O)c1ccccc1)N1C(=O)c2ccccc2C1=O)c1ccccc1,0.000553844,positive,1,1,0,1
C1=CC(c2cccc(-n3oo3)c2)C=CN1,0.000552909,positive,1,1,0,1
O=C(COc1ccccc1)NNC(=O)CSc1nnc(-c2ccccc2)[nH]1,0.000550897,positive,1,1,0,1
c1ccc(-c2oncc2-c2cscn2)cc1,0.000550612,positive,1,1,0,1
O=C1c2ccccc2C(=O)N1CCCn1ccc2sccc21,0.00054972,positive,1,1,0,1
O=C1C=C2CNC(Cc3ccccc3)CC2C1,0.000549139,positive,1,1,0,1
O=C(NC(=S)Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1)c1cccs1,0.000549133,positive,1,1,0,1
O=C(CCc1ccccc1)N1CCc2ccccc21,0.000547414,positive,1,1,0,1
O=C(CSc1ccc2ccccc2n1)Nc1ccc2scnc2c1,0.000546827,positive,1,1,0,1
O=C1C2C(=NC(=S)NC2c2ccccc2)NC(c2ccccc2)N1c1ccccc1,0.000546094,positive,1,1,0,1
O=C(CSCC(=O)OCC(=O)c1ccccc1)Nc1nc2ccccc2s1,0.000545915,positive,1,1,0,1
O=C(CON=Cc1cccs1)NN=Cc1ccccc1,0.000545788,positive,1,1,0,1
O=S1(=O)CCN(CCc2cn(Cc3ccccc3)c3ccccc23)CC1,0.000545229,positive,2,2,0,1
O=C1C(=Cc2ccccn2)SC(=S)N1Nc1ccccn1,0.000544476,positive,1,1,0,1
O=c1[nH]cc(C=NCCCn2ccnc2)c(=O)n1-c1ccccc1,0.000543868,positive,1,0,1,0
C1=Nc2c(NCc3ccccc3)ncnc2Oc2ccccc21,0.000543693,positive,1,0,1,0
O=C(NCCN1CCOCC1)C1C=CCN1C(=O)c1ccccc1,0.000543276,positive,1,1,0,1
O=C(Nc1ccc(Sc2ccccc2)cc1)c1ccccc1,0.000542211,positive,2,1,1,0.5
O=C(Nc1nnc(Cc2ccccc2)s1)c1conc1-c1ccccc1,0.000542176,positive,1,1,0,1
O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2)C1,0.000541948,positive,1,1,0,1
O=S(=O)(NCc1cn2ccsc2n1)c1ccc(Oc2ccccc2)cc1,0.000540667,positive,1,1,0,1
O=C(OCCSc1ccccc1)C1C=NC=CC1,0.000540349,positive,1,1,0,1
O=C(NN=Cc1ccc[nH]1)c1cc2ccccc2s1,0.000540301,positive,1,1,0,1
O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1ccccc1,0.000540209,positive,2,2,0,1
O=C(COC(=O)c1ccc(OCc2cnoc2)cc1)Nc1ccccc1,0.000540115,positive,1,1,0,1
c1ccc(-c2c3c(nc4ccccc24)CCC3)cc1,0.000540082,positive,1,1,0,1
c1ccc(-c2nc3c(N4CCOCC4)ncnc3n2CCN2CCCCC2)cc1,0.000539833,positive,1,1,0,1
O=C(NCCN1CCOCC1)c1cc2n(n1)CCC(c1ccccc1)N2,0.000539737,positive,2,2,0,1
c1ccc(-c2cc(C3CCN(c4ccncn4)CC3)[nH]n2)cc1,0.000539525,positive,1,1,0,1
O=C(CCC(=O)NC(C(=O)NC1CCCC1)c1cccnc1)Nc1ccon1,0.000538904,positive,1,0,1,0
c1ccc(-c2nc3nc4ccccc4nc3[nH]2)cc1,0.000538735,positive,1,0,1,0
c1ccc(-c2cn[nH]c2-c2ccccc2)cc1,0.000538305,positive,3,3,0,1
S=c1[nH]nc(-c2cccs2)n1N=Cc1ccccc1,0.000537392,positive,2,2,0,1
C1=Nc2nc(SCc3ccccc3)nn2C(c2ccccn2)C1,0.000536475,positive,1,1,0,1
O=C(NC1CCN(Cc2ccccc2)C1)c1ccccc1,0.000535938,positive,1,1,0,1
O=C(C[SH+]c1ccccc1)Nc1ccccc1,0.000535827,positive,2,2,0,1
c1ccc(OCCn2cnc3ccccc32)cc1,0.00053399,positive,2,0,2,0
O=C(CCc1ccc2ccccc2c1)NCCc1ccccc1,0.00053352,positive,1,1,0,1
O=C(CN(C(=O)c1ccc(-c2ccccc2)[nH]1)c1ccccc1)NC1CCCC1,0.000533403,positive,1,1,0,1
